Tree ID,Name,Oxygen_Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2)
12198,Ostrya carpinifolia,4.6,3,0.9,1,0.8
12199,Ostrya carpinifolia,4.6,3,0.9,1,0.8
12200,Ostrya carpinifolia,4.6,3,0.9,1,0.8
12201,Ostrya carpinifolia,4.6,3,0.9,1,0.8
12202,Ostrya carpinifolia,4.6,3,0.9,1,0.8
12203,Ostrya carpinifolia,4.6,3,0.9,1,0.8
12204,Quercus robur,18.7,6,1.8,8,50.3
12205,Quercus robur,14.7,4,1.2,4,12.6
12206,Quercus robur,22.7,6,1.8,8,50.3
12207,Quercus robur,18.7,5,1.5,6,28.3
12208,Quercus robur,15.4,5,1.5,6,28.3
12209,Quercus robur,28,9,2.7,7,38.5
12210,Quercus robur,28,9,2.7,7,38.5
12211,Quercus robur,18.7,6,1.8,6,28.3
12212,Quercus robur,22,6,1.8,6,28.3
12213,Quercus robur,18.7,5,1.5,6,28.3
12214,Platanus x hispanica,31.4,9,2.7,9,63.6
12215,Platanus x hispanica,31.4,9,2.7,9,63.6
12216,Platanus x hispanica,24.9,9,2.7,9,63.6
12217,Platanus x hispanica,31.4,9,2.7,9,63.6
12218,Platanus x hispanica,31.4,9,2.7,9,63.6
12219,Platanus x hispanica,17.9,9,2.7,9,63.6
12220,Betula pendula,20.4,8,2.4,6,28.3
12221,Quercus ilex,20.8,8,2.4,6,28.3
12222,Quercus ilex,18.2,8,2.4,6,28.3
12223,Aesculus hippocastanum,49.7,6,1.8,5,19.6
12224,Aesculus hippocastanum,34.9,5,1.5,5,19.6
12225,Aesculus hippocastanum,34.9,5,1.5,5,19.6
12226,Aesculus hippocastanum,34.9,5,1.5,5,19.6
12227,Acer saccharinum,5.8,5,1.5,4,12.6
12228,Acer saccharinum,5.8,5,1.5,4,12.6
12229,Acer saccharinum,5.8,5,1.5,4,12.6
12230,Acer campestre,6,5,1.5,4,12.6
12231,Acer campestre,6,5,1.5,4,12.6
12232,Acer campestre,6,5,1.5,4,12.6
12233,Cupressus sempervirens,4.8,7,2.1,3,7.1
12234,Cupressus arizonica,54.4,9,2.7,9,63.6
12235,Betula pendula,19.3,8,2.4,6,28.3
12236,Cedrus deodara,36.4,9,2.7,6,28.3
12237,Morus alba,7.3,5,1.5,9,63.6
12238,Morus alba,7.3,5,1.5,9,63.6
12239,Ginkgo biloba,11.9,5,1.5,9,63.6
12240,Cupressus sempervirens,4.8,7,2.1,3,7.1
12241,Cupressus sempervirens,0.8,16,4.8,11,95
12242,Acer pseudoplatanus,14.2,16,4.8,11,95
12243,Acer pseudoplatanus,16.9,16,4.8,11,95
12245,Pinus strobus,12.4,3,0.9,6,28.3
12246,Abies alba,4.2,4,1.2,2,3.1
12247,Cupressus sempervirens,7.7,5,1.5,1,0.8
12248,Cupressus sempervirens,7.7,5,1.5,1,0.8
12249,Cupressus sempervirens,7.7,5,1.5,1,0.8
12250,Davidia involucrata,7.1,6,1.8,6,28.3
12251,Quercus petraea,7.5,6,1.8,4,12.6
12252,Celtis australis,2.1,4,1.2,2,3.1
12253,Fagus sylvatica,22.3,6,1.8,5,19.6
12254,Sorbus torminalis,3.9,4,1.2,1,0.8
12255,Celtis australis,3,6,1.8,4,12.6
12256,Celtis australis,2.7,5,1.5,4,12.6
12257,Ginkgo biloba,2.8,5,1.5,4,12.6
12258,Ostrya carpinifolia,21.8,5,1.5,6,28.3
12259,Davidia involucrata,7.1,6,1.8,6,28.3
12260,Sorbus torminalis,2.9,3,0.9,1,0.8
12261,Sorbus aucuparia,3.9,3,0.9,1,0.8
12262,Platanus x hispanica,12.6,4,1.2,7,38.5
12263,Platanus x hispanica,6.5,3,0.9,5,19.6
12264,Platanus x hispanica,3,2,0.6,2,3.1
12265,Platanus x hispanica,6.5,2,0.6,2,3.1
12266,Platanus x hispanica,6.5,2,0.6,2,3.1
12267,Sophora japonica,10.4,2,0.6,2,3.1
12268,Platanus x hispanica,6.5,2,0.6,2,3.1
12269,Carpinus betulus,9.199999999999999,4,1.2,4,12.6
12270,Carpinus betulus,9.199999999999999,4,1.2,4,12.6
12271,Acer pseudoplatanus,6.5,3,0.9,3,7.1
12272,Acer pseudoplatanus,6.5,3,0.9,3,7.1
12273,Betula pendula,9.5,3,0.9,3,7.1
12274,Betula pendula,17.2,3,0.9,3,7.1
12275,Betula pendula,17.2,3,0.9,3,7.1
12276,Betula pendula,17.2,3,0.9,3,7.1
12277,Fagus sylvatica,12.4,6,1.8,5,19.6
12278,Fagus sylvatica,12.4,6,1.8,5,19.6
12279,Morus alba,7.8,3,0.9,3,7.1
12280,Pterocarya rhoifolia,20.7,5,1.5,9,63.6
12281,Prunus,19,5,1.5,9,63.6
12282,Tilia cordata,3.8,4,1.2,2,3.1
12283,Carpinus betulus,11.2,4,1.2,3,7.1
12284,Carpinus betulus,11.2,4,1.2,3,7.1
12285,Carpinus betulus,11.2,4,1.2,3,7.1
12286,Carpinus betulus,11.2,4,1.2,3,7.1
12287,Carpinus betulus,11.2,4,1.2,3,7.1
12288,Carpinus betulus,11.2,4,1.2,3,7.1
12289,Alnus glutinosa,3.6,5,1.5,4,12.6
12290,Alnus glutinosa,3.6,5,1.5,4,12.6
12291,Alnus glutinosa,3.6,5,1.5,4,12.6
12292,Platanus x hispanica,7.9,5,1.5,4,12.6
12293,Pinus nigra,5.9,5,1.5,4,12.6
12294,Pinus nigra,5.9,5,1.5,4,12.6
12295,Pinus nigra,6.9,5,1.5,4,12.6
12296,Betula pendula,7.9,3,0.9,3,7.1
12297,Celtis australis,2.1,3,0.9,3,7.1
12298,Betula pendula,21.5,6,1.8,5,19.6
12299,Pinus nigra,6.9,5,1.5,4,12.6
12300,Pinus nigra,6.9,5,1.5,4,12.6
12301,Pinus nigra,7.3,6,1.8,3,7.1
12302,Pinus nigra,6.3,5,1.5,4,12.6
12303,Sophora japonica,10.4,6,1.8,5,19.6
12304,Acer pseudoplatanus,5,6,1.8,5,19.6
12305,Pinus nigra,8,6,1.8,3,7.1
12306,Pinus nigra,6.3,5,1.5,4,12.6
12307,Pinus nigra,7.6,5,1.5,4,12.6
12308,Betula pendula,21.5,6,1.8,5,19.6
12309,Pinus nigra,8.199999999999999,5,1.5,4,12.6
12310,Betula pendula,23.8,6,1.8,5,19.6
12311,Pyrus calleryana,5,6,1.8,5,19.6
12312,Pinus nigra,7.2,5,1.5,4,12.6
12313,Acer pseudoplatanus,5,6,1.8,5,19.6
12314,Pinus nigra,7.2,5,1.5,4,12.6
12315,Pinus nigra,6.6,5,1.5,4,12.6
12316,Acer negundo,21.7,6,1.8,10,78.5
12317,Sophora japonica,10.4,6,1.8,5,19.6
12318,Sophora japonica,10.4,6,1.8,5,19.6
12319,Acer pseudoplatanus,5,6,1.8,5,19.6
12320,Cedrus deodara,37.1,16,4.8,13,132.7
12321,Cedrus atlantica,23.8,14,4.2,11,95
12322,Cedrus atlantica,23.8,14,4.2,11,95
12324,Prunus cerasifera,18.8,4,1.2,6,28.3
12325,Aesculus hippocastanum,16.6,7,2.1,6,28.3
12326,Populus alba,76.09999999999999,16,4.8,15,176.7
12327,Platanus x hispanica,17.9,12,3.6,7,38.5
12328,Acer saccharinum,16.7,12,3.6,7,38.5
12329,Celtis australis,4.8,11,3.3,8,50.3
12330,Tilia cordata,23.2,14,4.2,8,50.3
12331,Acer negundo,12.5,6,1.8,8,50.3
12332,Fraxinus americana,26.4,12,3.6,8,50.3
12333,Betula pendula,32.4,14,4.2,8,50.3
12334,Prunus cerasifera,18.8,4,1.2,6,28.3
12335,Quercus rubra,10.2,7,2.1,4,12.6
12336,Quercus rubra,10.2,7,2.1,4,12.6
12337,Quercus rubra,10.2,7,2.1,4,12.6
12338,Quercus rubra,10.2,7,2.1,4,12.6
12339,Quercus rubra,18.6,7,2.1,4,12.6
12340,Tilia cordata,3.8,4,1.2,2,3.1
12341,Tilia cordata,3.8,4,1.2,2,3.1
12342,Tilia cordata,3.8,4,1.2,2,3.1
12343,Tilia cordata,3.8,4,1.2,2,3.1
12344,Tilia cordata,3.8,4,1.2,2,3.1
12345,Liquidambar styraciflua,3.2,4,1.2,2,3.1
12346,Liquidambar styraciflua,3.2,4,1.2,2,3.1
12347,Parrotia persica,3.6,4,1.2,2,3.1
12348,Parrotia persica,3.6,4,1.2,2,3.1
12349,Tilia cordata,8.6,7,2.1,6,28.3
12350,Tilia cordata,8.6,7,2.1,6,28.3
12351,Tilia cordata,8.6,7,2.1,6,28.3
12352,Tilia cordata,8.6,7,2.1,6,28.3
12353,Tilia cordata,8.6,7,2.1,6,28.3
12354,Tilia cordata,8.6,7,2.1,6,28.3
12355,Tilia cordata,8.6,7,2.1,6,28.3
12356,Tilia cordata,8.6,7,2.1,6,28.3
12357,Celtis australis,4.4,6,1.8,8,50.3
12358,Celtis australis,4.4,6,1.8,8,50.3
12359,Celtis australis,4.8,6,1.8,5,19.6
12360,Cupressus sempervirens,13.5,7,2.1,2,3.1
12361,Cupressus sempervirens,13.5,7,2.1,2,3.1
12362,Cupressus sempervirens,13.5,7,2.1,2,3.1
12363,Cupressus sempervirens,10.9,7,2.1,2,3.1
12364,Cupressus sempervirens,10.9,7,2.1,2,3.1
12365,Celtis australis,1.4,3,0.9,1,0.8
12366,Celtis australis,1.4,3,0.9,1,0.8
12367,Cedrus deodara,38.7,21,6.3,13,132.7
12368,Cedrus deodara,31.6,21,6.3,13,132.7
12369,Morus alba,1.7,3,0.9,1,0.8
12370,Sophora japonica,4.3,6,1.8,2,3.1
12371,Prunus cerasifera,3.2,3,0.9,1,0.8
12372,Prunus cerasifera,3.2,3,0.9,1,0.8
12373,Prunus cerasifera,3.2,3,0.9,1,0.8
12374,Ostrya carpinifolia,45.1,13,3.9,5,19.6
12375,Ostrya carpinifolia,27.1,13,3.9,5,19.6
12376,Celtis australis,2.1,5,1.5,4,12.6
12377,Liriodendron tulipifera,6.1,5,1.5,4,12.6
12378,Sophora japonica,4.3,6,1.8,3,7.1
12379,Acer palmatum,4,6,1.8,3,7.1
12380,Pinus nigra,16.8,14,4.2,9,63.6
12381,Cupressus sempervirens,10.9,7,2.1,2,3.1
12382,Cupressus sempervirens,10.9,7,2.1,2,3.1
12383,Cupressus sempervirens,10.9,7,2.1,2,3.1
12384,Ulmus minor,80.2,7,2.1,12,113.1
12385,Celtis australis,5.1,6,1.8,9,63.6
12386,Celtis australis,4.3,6,1.8,9,63.6
12387,Celtis australis,4.6,6,1.8,9,63.6
12388,Betula pendula,17.2,6,1.8,5,19.6
12389,Acer platanoides,18.8,6,1.8,9,63.6
12390,Celtis australis,3,4,1.2,6,28.3
12391,Celtis australis,3,4,1.2,6,28.3
12392,Ostrya carpinifolia,8.9,4,1.2,3,7.1
12393,Fraxinus ornus,6.8,4,1.2,3,7.1
12394,Quercus rubra,6.9,4,1.2,3,7.1
12395,Fraxinus ornus,13.4,6,1.8,8,50.3
12396,Fraxinus ornus,15.5,6,1.8,8,50.3
12397,Fraxinus ornus,11.8,6,1.8,8,50.3
12398,Fraxinus ornus,13.7,6,1.8,8,50.3
12399,Cupressus sempervirens,9.300000000000001,4,1.2,1,0.8
12400,Cupressus sempervirens,9.300000000000001,4,1.2,1,0.8
12401,Cupressus,28.3,4,1.2,4,12.6
12402,Populus nigra,26.3,12,3.6,4,12.6
12403,Celtis australis,2.2,4,1.2,5,19.6
12404,Celtis australis,2.2,4,1.2,5,19.6
12405,Celtis australis,2.2,4,1.2,5,19.6
12406,Aesculus hippocastanum,6,4,1.2,5,19.6
12407,Acer negundo,27.7,8,2.4,8,50.3
12408,Fagus,101.9,15,4.5,16,201.1
12409,Prunus cerasifera,18.8,8,2.4,5,19.6
12410,Platanus x hispanica,31.4,12,3.6,8,50.3
12411,Tilia cordata,21.8,12,3.6,11,95
12412,Ginkgo biloba,3.6,7,2.1,4,12.6
12413,Fagus,101.9,12,3.6,16,201.1
12414,Platanus x hispanica,21.8,12,3.6,4,12.6
12415,Fraxinus angustifolia,31.1,14,4.2,9,63.6
12416,Prunus avium,15.1,4,1.2,4,12.6
12417,Platanus x hispanica,54.7,19,5.7,12,113.1
12418,Betula pendula,14.1,6,1.8,4,12.6
12419,Betula pendula,14.1,6,1.8,4,12.6
12420,Betula pendula,14.1,6,1.8,4,12.6
12421,Acer pseudoplatanus,16.5,5,1.5,7,38.5
12422,Celtis australis,2.2,3,0.9,1,0.8
12423,Acer pseudoplatanus,17.1,5,1.5,4,12.6
12424,Acer negundo,16.6,6,1.8,6,28.3
12425,Acer pseudoplatanus,14.1,6,1.8,6,28.3
12426,Acer saccharinum,6.9,4,1.2,4,12.6
12427,Acer saccharinum,6.2,4,1.2,2,3.1
12428,Celtis australis,2.2,3,0.9,1,0.8
12429,Acer negundo,17.3,6,1.8,6,28.3
12430,Acer negundo,22.4,6,1.8,6,28.3
12431,Liriodendron tulipifera,4.9,4,1.2,2,3.1
12432,Acer pseudoplatanus,12.6,8,2.4,4,12.6
12433,Acer pseudoplatanus,11,6,1.8,3,7.1
12434,Acer pseudoplatanus,11,6,1.8,3,7.1
12435,Tilia cordata,13.6,8,2.4,7,38.5
12436,Acer pseudoplatanus,11.4,5,1.5,4,12.6
12437,Acer pseudoplatanus,17,7,2.1,4,12.6
12438,Acer pseudoplatanus,17,7,2.1,4,12.6
12439,Acer pseudoplatanus,14.1,6,1.8,9,63.6
12440,Acer pseudoplatanus,19.7,7,2.1,4,12.6
12442,Prunus cerasifera,7,4,1.2,2,3.1
12443,Prunus cerasifera,7,4,1.2,2,3.1
12444,Prunus cerasifera,7,4,1.2,2,3.1
12445,Prunus cerasifera,7,4,1.2,2,3.1
12446,Prunus cerasifera,7,4,1.2,2,3.1
12447,Prunus cerasifera,7,4,1.2,2,3.1
12448,Morus alba,8.699999999999999,4,1.2,9,63.6
12449,Quercus rubra,5.8,4,1.2,2,3.1
12450,Celtis australis,1.8,5,1.5,3,7.1
12451,Liquidambar styraciflua,36.9,14,4.2,12,113.1
12452,Tilia cordata,17.9,13,3.9,10,78.5
12453,Tilia cordata,24.6,14,4.2,12,113.1
12454,Tilia cordata,24.6,13,3.9,12,113.1
12455,Acer saccharinum,20.9,12,3.6,12,113.1
12456,Acer saccharinum,26.1,11,3.3,14,153.9
12457,Acer saccharinum,21.7,12,3.6,12,113.1
12458,Salix,88.90000000000001,8,2.4,8,50.3
12459,Quercus,7.6,4,1.2,4,12.6
12460,Quercus,12,6,1.8,5,19.6
12461,Quercus,13.2,7,2.1,6,28.3
12462,Quercus,12,6,1.8,6,28.3
12463,Quercus,9.5,5,1.5,4,12.6
12464,Quercus,13.9,7,2.1,6,28.3
12465,Quercus,15.7,7,2.1,7,38.5
12466,Ulmus laevis,34.7,6,1.8,5,19.6
12467,Picea abies,13.1,13,3.9,6,28.3
12468,Picea abies,13.1,13,3.9,6,28.3
12469,Abies,29.1,7,2.1,6,28.3
12470,Abies,20.5,5,1.5,3,7.1
12471,Quercus rubra,13.1,7,2.1,7,38.5
12472,Acer saccharinum,15.6,7,2.1,8,50.3
12473,Quercus rubra,17,5,1.5,7,38.5
12474,Acer saccharinum,11.5,7,2.1,6,28.3
12475,Acer saccharinum,9.9,7,2.1,6,28.3
12476,Acer saccharinum,15.6,7,2.1,6,28.3
12477,Acer saccharinum,17.3,7,2.1,6,28.3
12478,Corylus colurna,15.3,4,1.2,3,7.1
12479,Corylus colurna,15.3,4,1.2,3,7.1
12480,Corylus colurna,15.3,4,1.2,3,7.1
12481,Corylus colurna,15.3,4,1.2,3,7.1
12482,Ostrya carpinifolia,21.8,4,1.2,7,38.5
12483,Picea abies,13.1,13,3.9,6,28.3
12484,Abies,37.8,12,3.6,6,28.3
12485,Abies,37.8,9,2.7,6,28.3
12486,Abies,22.3,7,2.1,5,19.6
12487,Abies,31.7,9,2.7,6,28.3
12488,Abies,42.2,9,2.7,6,28.3
12489,Tilia cordata,6.5,4,1.2,7,38.5
12490,Tilia cordata,9.6,6,1.8,7,38.5
12491,Picea abies,21.2,9,2.7,6,28.3
12492,Abies,40.4,7,2.1,5,19.6
12493,Picea abies,9.199999999999999,6,1.8,3,7.1
12494,Picea abies,11.2,6,1.8,3,7.1
12495,Prunus cerasifera,20.7,5,1.5,5,19.6
12496,Prunus cerasifera,16,5,1.5,5,19.6
12497,Fraxinus excelsior,8.6,5,1.5,4,12.6
12498,Tilia cordata,20.5,7,2.1,9,63.6
12499,Tilia cordata,20.5,13,3.9,9,63.6
12500,Tilia cordata,20.5,13,3.9,9,63.6
12501,Tilia cordata,20.5,13,3.9,9,63.6
12502,Tilia cordata,28.8,13,3.9,9,63.6
12503,Corylus colurna,15.3,4,1.2,3,7.1
12504,Fraxinus excelsior,8.6,5,1.5,4,12.6
12505,Celtis australis,5.4,8,2.4,9,63.6
12506,Picea obovata,20.7,7,2.1,4,12.6
12507,Picea obovata,18.9,5,1.5,4,12.6
12508,Fraxinus excelsior,24.6,5,1.5,8,50.3
12509,Fraxinus excelsior,16.5,5,1.5,6,28.3
12510,Fraxinus excelsior,16.5,5,1.5,5,19.6
12511,Fraxinus excelsior,15.1,5,1.5,5,19.6
12512,Fraxinus excelsior,15.1,5,1.5,5,19.6
12513,Ulmus minor,22.9,6,1.8,4,12.6
12514,Picea pungens,9.800000000000001,7,2.1,4,12.6
12515,Picea pungens,7.4,6,1.8,4,12.6
12516,Picea pungens,8.4,6,1.8,4,12.6
12517,Picea pungens,7.8,6,1.8,4,12.6
12518,Picea pungens,7.8,6,1.8,4,12.6
12519,Picea pungens,9.1,6,1.8,4,12.6
12520,Picea pungens,7.1,6,1.8,4,12.6
12521,Aesculus hippocastanum,12.5,5,1.5,5,19.6
12522,Cedrus deodara,45.6,16,4.8,7,38.5
12523,Cedrus deodara,45.6,16,4.8,7,38.5
12524,Pinus nigra,10.6,7,2.1,6,28.3
12525,Pinus nigra,7.1,7,2.1,6,28.3
12526,Pinus nigra,6.1,7,2.1,6,28.3
12527,Pinus nigra,7.1,7,2.1,6,28.3
12528,Pinus nigra,7.1,7,2.1,6,28.3
12529,Pinus nigra,7.1,7,2.1,6,28.3
12531,Pinus nigra,8.800000000000001,7,2.1,6,28.3
12532,Pinus nigra,6.8,7,2.1,4,12.6
12533,Pinus nigra,9.5,7,2.1,4,12.6
12534,Pinus nigra,11.3,7,2.1,6,28.3
12535,Acer campestre,11.1,7,2.1,6,28.3
12536,Prunus cerasifera,16.3,7,2.1,6,28.3
12537,Prunus cerasifera,16.3,7,2.1,6,28.3
12538,Prunus cerasifera,16.3,7,2.1,6,28.3
12539,Prunus cerasifera,16.3,7,2.1,6,28.3
12540,Prunus cerasifera,16.3,7,2.1,6,28.3
12541,Prunus cerasifera,16.3,7,2.1,6,28.3
12542,Prunus cerasifera,16.3,7,2.1,6,28.3
12543,Cedrus deodara,30.8,5,1.5,7,38.5
12544,Cedrus deodara,48.8,21,6.3,14,153.9
12545,Prunus cerasifera,16.3,5,1.5,6,28.3
12548,Prunus cerasifera,16.3,5,1.5,6,28.3
12549,Prunus cerasifera,20.2,7,2.1,5,19.6
12550,Crataegus,2.4,5,1.5,1.5,1.8
12551,Crataegus,2.4,5,1.5,1.5,1.8
12552,Crataegus,1.6,5,1.5,1,0.8
12553,Crataegus,1.6,5,1.5,1.5,1.8
12554,Crataegus,1.6,5,1.5,1.5,1.8
12555,Crataegus,1.6,5,1.5,1.5,1.8
12556,Prunus cerasifera,16,8,2.4,6,28.3
12557,Crataegus,1.6,5,1.5,1.5,1.8
12558,Fraxinus ornus,7.5,5,1.5,3,7.1
12559,Fraxinus ornus,5.9,5,1.5,3,7.1
12560,Fraxinus excelsior,9.1,8,2.4,5,19.6
12562,Aesculus hippocastanum,44.8,11,3.3,12,113.1
12563,Aesculus hippocastanum,44.8,11,3.3,12,113.1
12564,Diospyros kaki,12.1,5,1.5,7,38.5
12565,Ostrya carpinifolia,19.8,7,2.1,5,19.6
12566,Ostrya carpinifolia,30.5,7,2.1,5,19.6
12567,Ostrya carpinifolia,20.8,7,2.1,5,19.6
12568,Cedrus atlantica,27.2,14,4.2,8,50.3
12569,Cedrus atlantica,27.2,14,4.2,8,50.3
12570,Cedrus atlantica,22.8,13,3.9,7,38.5
12571,Fraxinus excelsior,18.9,6,1.8,8,50.3
12572,Fraxinus excelsior,18.9,6,1.8,8,50.3
12573,Fraxinus excelsior,18.6,5,1.5,8,50.3
12574,Aesculus hippocastanum,30,6,1.8,12,113.1
12575,Aesculus hippocastanum,30,6,1.8,12,113.1
12576,Aesculus hippocastanum,19,6,1.8,12,113.1
12577,Fraxinus excelsior,12.6,3,0.9,5,19.6
12578,Fraxinus excelsior,12.6,3,0.9,5,19.6
12579,Fraxinus excelsior,12.6,3,0.9,5,19.6
12580,Fraxinus excelsior,8.300000000000001,3,0.9,3,7.1
12581,Ulmus glabra,48.9,9,2.7,8,50.3
12582,Ulmus glabra,24.8,11,3.3,8,50.3
12583,Ulmus glabra,24.8,11,3.3,8,50.3
12584,Ulmus glabra,32,13,3.9,8,50.3
12585,Ulmus glabra,32,15,4.5,8,50.3
12586,Ulmus glabra,32,15,4.5,6,28.3
12587,Ulmus glabra,32,15,4.5,6,28.3
12588,Ulmus glabra,23.8,7,2.1,6,28.3
12589,Magnolia,5.8,5,1.5,4,12.6
12590,Ligustrum lucidum,10.9,4,1.2,4,12.6
12591,Ilex aquifolium,7.2,6,1.8,6,28.3
12592,Platanus orientalis,34.3,9,2.7,14,153.9
12593,Platanus orientalis,34.3,9,2.7,14,153.9
12594,Chamaecyparis,30.6,7,2.1,4,12.6
12595,Cupressus torulosa,28.7,5,1.5,8,50.3
12596,Carpinus betulus,14.1,5,1.5,8,50.3
12597,Platanus orientalis,47.2,13,3.9,14,153.9
12598,Platanus orientalis,47.2,13,3.9,14,153.9
12599,Platanus orientalis,30.2,10,3,14,153.9
12600,Thuja plicata,0.7,5,1.5,3,7.1
12601,Cupressus torulosa,17.2,11,3.3,2,3.1
12602,Cedrus deodara,35.8,9,2.7,8,50.3
12603,Cedrus deodara,17.8,9,2.7,4,12.6
12604,Cedrus deodara,49.6,16,4.8,8,50.3
12605,Cedrus deodara,17.8,9,2.7,4,12.6
12606,Ginkgo biloba,6.8,13,3.9,4,12.6
12607,Platanus occidentalis,33.7,16,4.8,14,153.9
12608,Platanus occidentalis,40.9,16,4.8,14,153.9
12609,Platanus occidentalis,22.5,16,4.8,14,153.9
12610,Platanus orientalis,26.3,14,4.2,14,153.9
12611,Platanus orientalis,51.7,16,4.8,16,201.1
12612,Platanus orientalis,39.3,16,4.8,8,50.3
12613,Picea abies,10.8,9,2.7,6,28.3
12614,Platanus orientalis,56.3,14,4.2,14,153.9
12615,Platanus orientalis,37.6,14,4.2,14,153.9
12616,Platanus orientalis,32.6,12,3.6,12,113.1
12617,Ginkgo biloba,6,9,2.7,4,12.6
12618,Cedrus atlantica,31.8,18,5.4,6,28.3
12619,Acer platanoides,26,9,2.7,12,113.1
12620,Thuja plicata,0.9,7,2.1,3,7.1
12621,Ligustrum lucidum,23.5,5,1.5,8,50.3
12622,Platanus occidentalis,33.7,14,4.2,14,153.9
12623,Platanus occidentalis,33.7,14,4.2,10,78.5
12624,Platanus occidentalis,33.7,14,4.2,10,78.5
12625,Platanus orientalis,35.9,15,4.5,12,113.1
12626,Acer campestre,9.199999999999999,15,4.5,8,50.3
12627,Cedrus atlantica,31.8,18,5.4,6,28.3
12628,Platanus occidentalis,24.7,14,4.2,8,50.3
12629,Acer campestre,5.9,12,3.6,6,28.3
12630,Acer campestre,5.9,12,3.6,6,28.3
12631,Acer saccharinum,25.3,10,3,11,95
12632,Cedrus atlantica,30.3,9,2.7,12,113.1
12633,Cedrus atlantica,26.8,18,5.4,6,28.3
12634,Cedrus atlantica,30.3,18,5.4,6,28.3
12635,Acer platanoides,30.4,8,2.4,12,113.1
12636,Platanus orientalis,35.9,15,4.5,12,113.1
12637,Platanus occidentalis,52.8,14,4.2,15,176.7
12638,Acer negundo,32.6,8,2.4,12,113.1
12639,Platanus occidentalis,37.7,16,4.8,12,113.1
12640,Carpinus betulus,2.8,12,3.6,18,254.5
12641,Platanus occidentalis,37.7,14,4.2,12,113.1
12642,Platanus occidentalis,25.4,12,3.6,9,63.6
12643,Platanus occidentalis,48.5,16,4.8,14,153.9
12644,Platanus occidentalis,48.5,16,4.8,14,153.9
12645,Platanus orientalis,51.7,15,4.5,12,113.1
12646,Platanus occidentalis,36.1,16,4.8,9,63.6
12647,Platanus occidentalis,48.5,18,5.4,14,153.9
12648,Platanus occidentalis,48.5,18,5.4,14,153.9
12649,Acer platanoides,26,9,2.7,12,113.1
12650,Betula pendula,33.7,11,3.3,7,38.5
12651,Cedrus atlantica,30.3,18,5.4,8,50.3
12652,Cedrus atlantica,30.3,18,5.4,8,50.3
12653,Ginkgo biloba,10.3,12,3.6,6,28.3
12654,Cedrus atlantica,38.4,21,6.3,8,50.3
12655,Fagus sylvatica,27.9,12,3.6,8,50.3
12656,Acer platanoides,18.8,9,2.7,5,19.6
12657,Fagus sylvatica,27.3,12,3.6,8,50.3
12658,Acer saccharinum,29.5,9,2.7,8,50.3
12659,Ulmus minor,27.4,20,6,9,63.6
12660,Acer negundo,28.5,8,2.4,8,50.3
12662,Cupressus torulosa,10.9,7,2.1,4,12.6
12663,Pinus nigra,16.3,14,4.2,5,19.6
12664,Pinus nigra,7.3,9,2.7,3,7.1
12665,Pinus nigra,8.699999999999999,9,2.7,6,28.3
12666,Pinus nigra,6.3,9,2.7,3,7.1
12667,Pinus nigra,12.8,12,3.6,6,28.3
12668,Acer campestre,11.2,8,2.4,6,28.3
12669,Ostrya carpinifolia,16.8,8,2.4,4,12.6
12670,Pinus nigra,6.9,9,2.7,3,7.1
12671,Platanus orientalis,51.7,15,4.5,12,113.1
12672,Platanus orientalis,51.7,15,4.5,12,113.1
12673,Platanus orientalis,51.7,15,4.5,12,113.1
12674,Platanus orientalis,51.7,21,6.3,12,113.1
12675,Platanus orientalis,47.2,18,5.4,12,113.1
12676,Platanus orientalis,52.6,20,6,12,113.1
12678,Cedrus deodara,49.4,18,5.4,11,95
12679,Cedrus deodara,42.7,18,5.4,11,95
12680,Cedrus deodara,36.8,14,4.2,11,95
12681,Aesculus hippocastanum,27,12,3.6,8,50.3
12682,Aesculus hippocastanum,20.6,12,3.6,6,28.3
12683,Aesculus hippocastanum,30,12,3.6,8,50.3
12684,Prunus cerasifera,7.5,5,1.5,4,12.6
12685,Prunus cerasifera,20.7,5,1.5,4,12.6
12686,Prunus cerasifera,19,5,1.5,4,12.6
12687,Prunus cerasifera,19,5,1.5,4,12.6
12688,Prunus cerasifera,13.7,7,2.1,5,19.6
12689,Cercis siliquastrum,2.3,3,0.9,1,0.8
12690,Prunus cerasifera,19,5,1.5,4,12.6
12691,Cercis siliquastrum,2.3,3,0.9,1,0.8
12692,Cercis siliquastrum,2.3,3,0.9,1,0.8
12693,Prunus cerasifera,13.7,7,2.1,5,19.6
12694,Prunus cerasifera,0.9,8,2.4,6,28.3
12695,Prunus cerasifera,1.1,5,1.5,4,12.6
12696,Prunus cerasifera,5.6,8,2.4,4,12.6
12697,Prunus cerasifera,9.4,8,2.4,5,19.6
12698,Prunus cerasifera,14.9,8,2.4,4,12.6
12699,Prunus cerasifera,16,8,2.4,4,12.6
12700,Cercis siliquastrum,2.3,3,0.9,1,0.8
12701,Prunus cerasifera,16,8,2.4,4,12.6
12702,Prunus cerasifera,16,8,2.4,4,12.6
12703,Prunus cerasifera,5.6,8,2.4,4,12.6
12704,Cercis siliquastrum,2.3,3,0.9,1,0.8
12705,Prunus cerasifera,17.8,8,2.4,4,12.6
12706,Cercis siliquastrum,2.3,3,0.9,1,0.8
12707,Prunus cerasifera,20.7,8,2.4,4,12.6
